"REF_DATE","GEO","DGUID","Sector","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2009","Canada","2016A000011124","Total, industries and households","Kilotonnes","198","units","0","v79874995","1.1","742597","","","","0"
"2009","Canada","2016A000011124","Total, industries","Kilotonnes","198","units","0","v79874996","1.2","613955","","","","0"
"2009","Canada","2016A000011124","Crop and animal production [BS11A00]","Kilotonnes","198","units","0","v79874997","1.3","62447","","","","0"
"2009","Canada","2016A000011124","Forestry and logging [BS11300]","Kilotonnes","198","units","0","v79874998","1.4","6018","","","","0"
"2009","Canada","2016A000011124","Fishing, hunting and trapping [BS11400]","Kilotonnes","198","units","0","v79874999","1.5","648","","","","0"
"2009","Canada","2016A000011124","Support activities for agriculture and forestry [BS11500]","Kilotonnes","198","units","0","v79875000","1.6","965","","","","0"
"2009","Canada","2016A000011124","Oil and gas extraction [BS21100]","Kilotonnes","198","units","0","v79875001","1.7","148428","","","","0"
"2009","Canada","2016A000011124","Coal mining [BS21210]","Kilotonnes","198","units","0","v79875002","1.8","2108","","","","0"
"2009","Canada","2016A000011124","Metal ore mining [BS21220]","Kilotonnes","198","units","0","v79875003","1.9","3417","","","","0"
"2009","Canada","2016A000011124","Non-metallic mineral mining and quarrying [BS21230]","Kilotonnes","198","units","0","v79875004","1.10","2114","","","","0"
"2009","Canada","2016A000011124","Support activities for mining and oil and gas extraction [BS21300]","Kilotonnes","198","units","0","v79875005","1.11","6811","","","","0"
"2009","Canada","2016A000011124","Electric power generation, transmission and distribution [BS22110]","Kilotonnes","198","units","0","v79875006","1.12","104605","","","","0"
"2009","Canada","2016A000011124","Natural gas distribution, water, sewage and other systems [BS221A0]","Kilotonnes","198","units","0","v79875007","1.13","2468","","","","0"
"2009","Canada","2016A000011124","Residential building construction [BS23A00]","Kilotonnes","198","units","0","v79875008","1.14","1561","","","","0"
"2009","Canada","2016A000011124","Non-residential building construction [BS23B00]","Kilotonnes","198","units","0","v79875009","1.15","523","","","","0"
"2009","Canada","2016A000011124","Transportation engineering construction [BS23C10]","Kilotonnes","198","units","0","v79875010","1.16","1357","","","","0"
"2009","Canada","2016A000011124","Oil and gas engineering construction [BS23C20]","Kilotonnes","198","units","0","v79875011","1.17","816","","","","0"
"2009","Canada","2016A000011124","Electric power engineering construction [BS23C30]","Kilotonnes","198","units","0","v79875012","1.18","484","","","","0"
"2009","Canada","2016A000011124","Communication engineering construction [BS23C40]","Kilotonnes","198","units","0","v79875013","1.19","85","","","","0"
"2009","Canada","2016A000011124","Other engineering construction [BS23C50]","Kilotonnes","198","units","0","v79875014","1.20","701","","","","0"
"2009","Canada","2016A000011124","Repair construction [BS23D00]","Kilotonnes","198","units","0","v79875015","1.21","768","","","","0"
"2009","Canada","2016A000011124","Other activities of the construction industry [BS23E00]","Kilotonnes","198","units","0","v79875016","1.22","390","","","","0"
"2009","Canada","2016A000011124","Animal food manufacturing [BS31110]","Kilotonnes","198","units","0","v79875017","1.23","257","","","","0"
"2009","Canada","2016A000011124","Sugar and confectionery product manufacturing [BS31130]","Kilotonnes","198","units","0","v79875018","1.24","445","","","","0"
"2009","Canada","2016A000011124","Fruit and vegetable preserving and specialty food manufacturing [BS31140]","Kilotonnes","198","units","0","v79875019","1.25","648","","","","0"
"2009","Canada","2016A000011124","Dairy product manufacturing [BS31150]","Kilotonnes","198","units","0","v79875020","1.26","486","","","","0"
"2009","Canada","2016A000011124","Meat product manufacturing [BS31160]","Kilotonnes","198","units","0","v79875021","1.27","964","","","","0"
"2009","Canada","2016A000011124","Seafood product preparation and packaging [BS31170]","Kilotonnes","198","units","0","v79875022","1.28","188","","","","0"
"2009","Canada","2016A000011124","Miscellaneous food manufacturing [BS311A0]","Kilotonnes","198","units","0","v79875023","1.29","1453","","","","0"
"2009","Canada","2016A000011124","Soft drink and ice manufacturing [BS31211]","Kilotonnes","198","units","0","v79875024","1.30","233","","","","0"
"2009","Canada","2016A000011124","Breweries [BS31212]","Kilotonnes","198","units","0","v79875025","1.31","341","","","","0"
"2009","Canada","2016A000011124","Wineries and distilleries [BS3121A]","Kilotonnes","198","units","0","v79875026","1.32","232","","","","0"
"2009","Canada","2016A000011124","Tobacco manufacturing [BS31220]","Kilotonnes","198","units","0","v79875027","1.33","20","","","","0"
"2009","Canada","2016A000011124","Textile and textile product mills [BS31A00]","Kilotonnes","198","units","0","v79875028","1.34","220","","","","0"
"2009","Canada","2016A000011124","Clothing and leather and allied product manufacturing [BS31B00]","Kilotonnes","198","units","0","v79875029","1.35","85","","","","0"
"2009","Canada","2016A000011124","Wood product manufacturing [BS32100]","Kilotonnes","198","units","0","v79875030","1.36","8899","","","","0"
"2009","Canada","2016A000011124","Pulp, paper and paperboard mills [BS32210]","Kilotonnes","198","units","0","v79875031","1.37","38553","","","","0"
"2009","Canada","2016A000011124","Converted paper product manufacturing [BS32220]","Kilotonnes","198","units","0","v79875032","1.38","977","","","","0"
"2009","Canada","2016A000011124","Printing and related support activities [BS32300]","Kilotonnes","198","units","0","v79875033","1.39","305","","","","0"
"2009","Canada","2016A000011124","Petroleum and coal product manufacturing [BS32400]","Kilotonnes","198","units","0","v79875034","1.40","24264","","","","0"
"2009","Canada","2016A000011124","Basic chemical manufacturing [BS32510]","Kilotonnes","198","units","0","v79875035","1.41","11028","","","","0"
"2009","Canada","2016A000011124","Pesticide, fertilizer and other agricultural chemical manufacturing [BS32530]","Kilotonnes","198","units","0","v79875037","1.43","5539","","","","0"
"2009","Canada","2016A000011124","Pharmaceutical and medicine manufacturing [BS32540]","Kilotonnes","198","units","0","v79875038","1.44","250","","","","0"
"2009","Canada","2016A000011124","Miscellaneous chemical product manufacturing [BS325C0]","Kilotonnes","198","units","0","v91665808","1.127","2374","","","","0"
"2009","Canada","2016A000011124","Plastic product manufacturing [BS32610]","Kilotonnes","198","units","0","v79875040","1.46","583","","","","0"
"2009","Canada","2016A000011124","Rubber product manufacturing [BS32620]","Kilotonnes","198","units","0","v79875041","1.47","344","","","","0"
"2009","Canada","2016A000011124","Non-metallic mineral product manufacturing (except cement and concrete products) [BS327A0]","Kilotonnes","198","units","0","v79875042","1.48","3264","","","","0"
"2009","Canada","2016A000011124","Cement and concrete product manufacturing [BS32730]","Kilotonnes","198","units","0","v79875043","1.49","10054","","","","0"
"2009","Canada","2016A000011124","Primary metal manufacturing [BS33100]","Kilotonnes","198","units","0","v79875044","1.50","21121","","","","0"
